title,platform,type,date_added,release_year,genres,minutes,seasons
Ég man þig,Netflix,Movie,2018-03-27,2017.0,"['Horror Movies', 'International Movies']",106,
Çok Filim Hareketler Bunlar,Netflix,Movie,2017-03-10,2010.0,"['Comedies', 'International Movies']",99,
Æon Flux,Netflix,Movie,2018-02-01,2005.0,"['Action & Adventure', 'Sci-Fi & Fantasy']",93,
Şubat,Netflix,TV Show,2017-01-17,2013.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",,
1 Chance 2 Dance,Netflix,Movie,2017-07-01,2014.0,"['Dramas', 'Romantic Movies']",89,
1 Mile to You,Netflix,Movie,2017-07-07,2017.0,"['Dramas', 'Romantic Movies', 'Sports Movies']",105,
"10,000 B.C.",Netflix,Movie,2019-06-01,2008.0,['Action & Adventure'],109,
100 Days Of Solitude,Netflix,Movie,2018-07-06,2018.0,"['Documentaries', 'International Movies']",93,
100 Years: One Woman's Fight for Justice,Netflix,Movie,2018-03-20,2016.0,['Documentaries'],75,
100% Hotter,Netflix,TV Show,2019-11-01,2017.0,"['British TV Shows', 'International TV Shows', 'Reality TV']",,
12 ROUND GUN,Netflix,Movie,2019-03-14,2017.0,"['Dramas', 'Independent Movies', 'Sports Movies']",90,
12 Years Promise,Netflix,TV Show,2017-05-22,2014.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']",,
13 Cameras,Netflix,Movie,2016-08-13,2015.0,"['Horror Movies', 'Independent Movies', 'Thrillers']",90,
13 Sins,Netflix,Movie,2019-01-13,2014.0,"['Horror Movies', 'Thrillers']",93,
13TH: A Conversation with Oprah Winfrey & Ava DuVernay,Netflix,Movie,2017-01-26,2017.0,['Movies'],37,
14 Blades,Netflix,Movie,2019-04-03,2010.0,"['Action & Adventure', 'International Movies']",113,
14 Cameras,Netflix,Movie,2018-10-27,2018.0,"['Horror Movies', 'Thrillers']",89,
16 Blocks,Netflix,Movie,2019-11-01,2006.0,['Action & Adventure'],102,
17 Again,Netflix,Movie,2021-01-01,2009.0,['Comedies'],102,
1BR,Netflix,Movie,2020-08-23,2019.0,"['Horror Movies', 'Independent Movies', 'Thrillers']",90,
1st Summoning,Netflix,Movie,2019-07-26,2018.0,"['Horror Movies', 'Independent Movies']",94,
20 Feet From Stardom,Netflix,Movie,2018-09-22,2013.0,"['Documentaries', 'Music & Musicals']",91,
2015 Dream Concert,Netflix,Movie,2017-04-28,2015.0,"['International Movies', 'Music & Musicals']",107,
2036 Origin Unknown,Netflix,Movie,2018-12-20,2018.0,['Sci-Fi & Fantasy'],95,
20th Century Women,Netflix,Movie,2019-06-28,2016.0,"['Dramas', 'Independent Movies']",119,
21 & Over,Netflix,Movie,2019-04-16,2013.0,['Comedies'],93,
21 Sarfarosh: Saragarhi 1897,Netflix,TV Show,2018-12-01,2018.0,"['International TV Shows', 'TV Dramas']",,
2307: Winter's Dream,Netflix,Movie,2018-03-01,2016.0,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']",101,
24 Hours to Live,both,Movie,2018-04-07,2017.0,['Action & Adventure'],93,
"27, el club de los malditos",Netflix,Movie,2018-05-01,2018.0,"['Action & Adventure', 'Comedies', 'International Movies']",82,
27: Gone Too Soon,Netflix,Movie,2018-05-01,2017.0,['Documentaries'],70,
28 Days,Netflix,Movie,2020-09-30,2000.0,"['Comedies', 'Dramas']",104,
3 Deewarein,Netflix,Movie,2019-12-31,2003.0,"['Dramas', 'International Movies', 'Thrillers']",121,
3 Generations,Netflix,Movie,2017-08-28,2015.0,"['Dramas', 'LGBTQ Movies']",92,
3 Heroines,Netflix,Movie,2019-01-05,2016.0,"['Dramas', 'International Movies', 'Sports Movies']",124,
3 Seconds Divorce,Netflix,Movie,2019-06-15,2018.0,"['Documentaries', 'Faith & Spirituality']",53,
30 Days of Luxury,Netflix,Movie,2019-04-18,2016.0,"['Comedies', 'International Movies']",91,
30 Minutes or Less,Netflix,Movie,2021-01-01,2011.0,"['Action & Adventure', 'Comedies']",83,
300 Miles to Heaven,Netflix,Movie,2019-10-01,1989.0,"['Dramas', 'International Movies']",93,
42 Grams,Netflix,Movie,2018-02-01,2017.0,['Documentaries'],81,
4th Man Out,Netflix,Movie,2016-05-05,2015.0,"['Comedies', 'LGBTQ Movies']",86,
5 Cowok Jagoan,Netflix,Movie,2019-01-05,2017.0,"['Action & Adventure', 'Comedies', 'International Movies']",106,
5 to 7,Netflix,Movie,2017-03-16,2014.0,"['Comedies', 'Dramas', 'Romantic Movies']",97,
50 First Dates,Netflix,Movie,2020-12-01,2004.0,"['Comedies', 'Romantic Movies']",99,
50/50,Netflix,Movie,2019-06-01,2011.0,"['Comedies', 'Dramas', 'Independent Movies']",100,
5CM,Netflix,Movie,2018-09-28,2012.0,"['Dramas', 'International Movies']",126,
6 Days,both,Movie,2018-02-08,2017.0,"['Action & Adventure', 'Dramas', 'International Movies']",94,
6-5=2,Netflix,Movie,2017-11-01,2014.0,"['Horror Movies', 'International Movies', 'Thrillers']",103,
68 Kill,Netflix,Movie,2019-09-01,2017.0,"['Comedies', 'Independent Movies', 'Thrillers']",96,
7 (Seven),Netflix,TV Show,2019-07-30,2019.0,['TV Shows'],,
7 Din Mohabbat In,Netflix,Movie,2019-05-15,2018.0,"['Comedies', 'International Movies', 'Music & Musicals']",137,
9 Months That Made You,Netflix,TV Show,2017-03-01,2016.0,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",,
A Bad Moms Christmas,Netflix,Movie,2020-02-14,2017.0,['Comedies'],104,
A Billion Colour Story,Netflix,Movie,2018-04-01,2016.0,"['Dramas', 'Independent Movies', 'International Movies']",104,
A Boy Called Po,Netflix,Movie,2018-01-15,2016.0,"['Dramas', 'Sci-Fi & Fantasy']",94,
A Bridge Too Far,Netflix,Movie,2020-07-01,1977.0,"['Action & Adventure', 'Classic Movies', 'Dramas']",176,
A Clockwork Orange,Netflix,Movie,2020-11-01,1971.0,"['Classic Movies', 'Cult Movies', 'Dramas']",137,
A Dangerous Woman,Netflix,Movie,2018-04-01,1993.0,"['Dramas', 'Romantic Movies']",101,
A Family Affair,Netflix,Movie,2016-10-16,2015.0,"['Documentaries', 'International Movies']",111,
A Family Man,both,Movie,2019-12-15,2016.0,['Dramas'],110,
A Flying Jatt,Netflix,Movie,2017-11-15,2016.0,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']",142,
A Glimpse Inside the Mind of Charles Swan III,Netflix,Movie,2018-07-15,2012.0,"['Comedies', 'Independent Movies']",86,
A Good Wife,Netflix,TV Show,2017-01-01,2013.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
A Gray State,Netflix,Movie,2017-12-25,2017.0,['Documentaries'],93,
A Haunted House,Netflix,Movie,2020-02-21,2013.0,"['Comedies', 'Horror Movies']",86,
A Haunting at Silver Falls: The Return,Netflix,Movie,2019-09-17,2019.0,"['Horror Movies', 'Independent Movies']",80,
A Holiday Engagement,Netflix,Movie,2019-11-04,2011.0,"['Children & Family Movies', 'Comedies', 'Romantic Movies']",92,
A Kind of Murder,Netflix,Movie,2017-05-01,2016.0,['Thrillers'],96,
A Leaf of Faith,Netflix,Movie,2018-08-27,2018.0,['Documentaries'],87,
A Man Called God,Netflix,TV Show,2019-03-12,2010.0,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']",,
A Mission in an Old Movie,Netflix,Movie,2019-04-25,2012.0,"['Comedies', 'International Movies']",98,
A Most Violent Year,Netflix,Movie,2018-07-22,2014.0,"['Dramas', 'Thrillers']",125,
A Murder in the Park,Netflix,Movie,2017-04-28,2014.0,['Documentaries'],91,
A new Capitalism,Netflix,Movie,2018-06-12,2017.0,"['Documentaries', 'International Movies']",76,
A Night at the Roxbury,both,Movie,2019-12-01,1998.0,"['Comedies', 'Cult Movies']",82,
A Noble Intention,Netflix,Movie,2016-09-01,2015.0,"['Dramas', 'International Movies']",111,
A Patch of Fog,Netflix,Movie,2017-04-15,2015.0,"['Dramas', 'Thrillers']",92,
A Perfect Man,Netflix,Movie,2019-06-06,2013.0,"['Dramas', 'Independent Movies', 'Romantic Movies']",94,
A Princess for Christmas,Netflix,Movie,2020-08-28,2011.0,"['Children & Family Movies', 'Dramas', 'Romantic Movies']",91,
A Russell Peters Christmas,Netflix,Movie,2013-11-01,2011.0,['Stand-Up Comedy'],44,
A Scandall,Netflix,Movie,2017-10-15,2016.0,"['International Movies', 'Thrillers']",108,
A Separation,Netflix,Movie,2019-03-16,2011.0,"['Dramas', 'International Movies']",123,
A Serious Man,Netflix,Movie,2018-01-16,2009.0,"['Comedies', 'Independent Movies']",106,
A Sort of Homecoming,Netflix,Movie,2017-08-01,2015.0,"['Dramas', 'Independent Movies']",89,
A Tale of Love and Darkness,Netflix,Movie,2019-10-25,2015.0,"['Dramas', 'International Movies']",98,
A Thin Line Between Love & Hate,Netflix,Movie,2020-12-01,1996.0,"['Comedies', 'Romantic Movies']",108,
A Thousand Words,Netflix,Movie,2020-07-01,2012.0,['Comedies'],92,
A Walk to Remember,Netflix,Movie,2020-07-01,2002.0,"['Dramas', 'Romantic Movies']",102,
A Wednesday,Netflix,Movie,2018-11-01,2008.0,"['Action & Adventure', 'Dramas', 'International Movies']",103,
A Week in Watts,Netflix,Movie,2018-02-19,2017.0,['Documentaries'],91,
A Wrinkle in Time,Netflix,Movie,2018-09-25,2018.0,['Children & Family Movies'],110,
A Young Doctor's Notebook and Other Stories,Netflix,TV Show,,2013.0,"['British TV Shows', 'TV Comedies', 'TV Dramas']",,2
A.D. Kingdom and Empire,Netflix,TV Show,2017-12-15,2015.0,['TV Dramas'],,
A.M.I.,Netflix,Movie,2020-10-01,2019.0,['Horror Movies'],77,
A.X.L.,Netflix,Movie,2019-03-20,2018.0,"['Action & Adventure', 'Children & Family Movies', 'Independent Movies']",99,
Aşk Tesadüfleri Sever,Netflix,Movie,2018-04-04,2011.0,"['Dramas', 'International Movies', 'Romantic Movies']",122,
Aadu 2,Netflix,Movie,2018-05-15,2017.0,"['Comedies', 'International Movies']",150,
Aajcha Divas Majha,Netflix,Movie,2018-01-01,2013.0,"['Comedies', 'Dramas', 'International Movies']",126,
Aarakshan,Netflix,Movie,2019-12-31,2011.0,"['Dramas', 'International Movies']",164,
Aashayein,Netflix,Movie,2017-10-22,2010.0,"['Dramas', 'International Movies']",115,
Aata Pita,Netflix,Movie,2018-01-01,2010.0,"['Comedies', 'Dramas', 'International Movies']",133,
Abby Sen,Netflix,Movie,2017-05-01,2015.0,"['Comedies', 'Dramas', 'International Movies']",127,
Abdo Mota,Netflix,Movie,2019-04-19,2012.0,"['Action & Adventure', 'Dramas', 'International Movies']",100,
Abhinetri,both,Movie,2018-05-01,2016.0,"['Comedies', 'International Movies', 'Sci-Fi & Fantasy']",131,
Abnormal Summit,Netflix,TV Show,2017-08-04,2017.0,"['International TV Shows', 'Korean TV Shows', 'Stand-Up Comedy & Talk Shows']",,2
Abominable Christmas,Netflix,Movie,2016-02-18,2012.0,"['Children & Family Movies', 'Comedies']",44,
About a Boy,Netflix,Movie,2019-02-01,2002.0,"['Comedies', 'Dramas', 'International Movies']",101,
Abzurdah,Netflix,Movie,2016-08-25,2015.0,"['Dramas', 'International Movies']",90,
Acapulco La vida va,Netflix,Movie,2017-06-03,2016.0,"['Comedies', 'Dramas', 'International Movies']",89,
Across The Line,both,Movie,2019-04-01,2015.0,"['Dramas', 'Sports Movies']",88,
Across the Universe,Netflix,Movie,2019-01-01,2007.0,"['Dramas', 'Music & Musicals', 'Romantic Movies']",133,
Act of Valor,Netflix,Movie,2020-06-01,2012.0,['Action & Adventure'],110,
Act of Vengeance,Netflix,Movie,2018-09-29,2010.0,"['Action & Adventure', 'International Movies']",112,
Acts of Violence,Netflix,Movie,2020-08-01,2018.0,['Action & Adventure'],87,
Adam Ruins Everything,Netflix,TV Show,2018-09-30,2018.0,['TV Comedies'],,
Addicted to Life,Netflix,Movie,2020-06-12,2014.0,"['Action & Adventure', 'Documentaries', 'International Movies']",91,
Adore,Netflix,Movie,2019-11-20,2013.0,"['Dramas', 'Independent Movies', 'International Movies']",111,
Adrishya,Netflix,Movie,2019-12-31,2017.0,"['Horror Movies', 'Independent Movies', 'International Movies']",99,
Adventures in Public School,Netflix,Movie,2018-08-15,2018.0,['Comedies'],86,
Africa,Netflix,TV Show,2016-04-28,2013.0,"['British TV Shows', 'Docuseries', 'International TV Shows']",,
After Porn Ends,Netflix,Movie,2019-05-27,2012.0,['Documentaries'],93,
After Porn Ends 3,Netflix,Movie,2018-12-30,2018.0,['Documentaries'],87,
Afterschool,Netflix,Movie,2020-08-13,2008.0,"['Dramas', 'Independent Movies']",107,
Aftershock,Netflix,Movie,2018-03-07,2012.0,"['Action & Adventure', 'Horror Movies']",89,
Agatha and the Truth of Murder,Netflix,Movie,2019-01-31,2018.0,['Dramas'],92,
Age Gap Love,Netflix,TV Show,2019-07-12,2017.0,"['British TV Shows', 'Reality TV', 'Romantic TV Shows']",,
Age of Glory,Netflix,TV Show,2017-08-14,2010.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,2
Agent Raghav,Netflix,TV Show,2017-04-15,2015.0,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",,
Ahista Ahista,Netflix,Movie,2019-12-31,2006.0,"['Dramas', 'International Movies', 'Romantic Movies']",122,
Ai Weiwei: Never Sorry,Netflix,Movie,2018-03-01,2012.0,['Documentaries'],91,
Ainsley Eats the Streets,Netflix,TV Show,2019-07-12,2014.0,"['British TV Shows', 'Docuseries', 'International TV Shows']",,
Aisa Yeh Jahaan,Netflix,Movie,2017-10-15,2015.0,"['Dramas', 'Independent Movies', 'International Movies']",127,
Aitraaz,Netflix,Movie,2018-03-01,2004.0,"['International Movies', 'Music & Musicals', 'Romantic Movies']",153,
Alarmoty in the Land of Fire,Netflix,Movie,2019-08-05,2017.0,"['Comedies', 'International Movies']",94,
Albion: The Enchanted Stallion,both,Movie,2017-07-01,2016.0,['Children & Family Movies'],106,
Alejandro Sanz: What I Was Is What I Am,Netflix,Movie,2018-08-18,2018.0,"['Documentaries', 'International Movies', 'Music & Musicals']",102,
Alice Doesn't Live Here Anymore,Netflix,Movie,2019-07-01,1974.0,"['Classic Movies', 'Comedies', 'Dramas']",112,
Alien Contact: Outer Space,Netflix,Movie,2018-01-09,2017.0,['Documentaries'],63,
Aliens Ate My Homework,Netflix,Movie,2018-03-06,2018.0,"['Children & Family Movies', 'Comedies', 'Sci-Fi & Fantasy']",90,
Alive and Kicking,Netflix,Movie,2017-08-10,2016.0,['Documentaries'],89,
All About Nina,Netflix,Movie,2019-03-18,2018.0,"['Comedies', 'Dramas', 'Independent Movies']",101,
All Dogs Go to Heaven,Netflix,Movie,2020-06-01,1989.0,['Children & Family Movies'],85,
All Good Ones Get Away,Netflix,Movie,2019-07-30,2019.0,"['International Movies', 'Thrillers']",83,
All Hallows' Eve,both,Movie,2017-08-01,2016.0,"['Children & Family Movies', 'Independent Movies']",92,
All Light Will End,Netflix,Movie,2019-02-02,2018.0,"['Horror Movies', 'Thrillers']",84,
All the Boys Love Mandy Lane,Netflix,Movie,2018-07-03,2006.0,['Horror Movies'],91,
All the Devil's Men,Netflix,Movie,2019-05-15,2018.0,['Action & Adventure'],100,
Alone in Berlin,Netflix,Movie,2019-02-15,2016.0,['Dramas'],103,
Along Came a Spider,Netflix,Movie,2019-10-01,2001.0,['Thrillers'],103,
Alpha and Omega 2: A Howl-iday Adventure,Netflix,Movie,2019-10-01,2013.0,['Children & Family Movies'],45,
Alpha and Omega: The Legend of the Saw Tooth Cave,Netflix,Movie,2020-01-01,2014.0,['Children & Family Movies'],45,
Alphablocks,Netflix,TV Show,2020-05-25,2014.0,"[""Kids' TV""]",,5
AlphaGo,Netflix,Movie,2018-01-01,2017.0,['Documentaries'],90,
Always a Bridesmaid,Netflix,Movie,2020-03-03,2019.0,"['Comedies', 'Romantic Movies']",98,
Amar Akbar & Tony,Netflix,Movie,2017-06-20,2015.0,"['Comedies', 'Dramas', 'International Movies']",92,
Amar Akbar Anthony,both,Movie,2019-12-31,1977.0,"['Action & Adventure', 'Classic Movies', 'Comedies']",172,
Amar's Hands,Netflix,Movie,2019-04-26,2011.0,"['Dramas', 'International Movies']",125,
America's Book of Secrets,both,TV Show,2019-09-15,2014.0,['Docuseries'],,
American Anarchist,Netflix,Movie,2017-06-23,2016.0,['Documentaries'],81,
American Assassin,Netflix,Movie,2020-01-31,2017.0,['Action & Adventure'],112,
American Beauty,Netflix,Movie,2020-01-01,1999.0,['Dramas'],122,
American Circumcision,Netflix,Movie,2018-12-16,2017.0,['Documentaries'],101,
American Crime,Netflix,TV Show,2017-05-30,2017.0,"['Crime TV Shows', 'TV Dramas']",,3
American Experience: Ruby Ridge,Netflix,Movie,2017-04-19,2017.0,['Documentaries'],53,
American Experience: The Circus,Netflix,TV Show,2019-05-02,2018.0,['Docuseries'],,
American Experience: The Island Murder,Netflix,Movie,2019-05-01,2018.0,['Documentaries'],53,
American Hangman,Netflix,Movie,2019-07-30,2019.0,['Thrillers'],99,
American Heist,Netflix,Movie,2019-10-23,2014.0,"['Action & Adventure', 'Dramas']",95,
American History X,Netflix,Movie,2019-11-01,1998.0,['Dramas'],119,
American Honey,Netflix,Movie,2019-04-27,2016.0,"['Dramas', 'Independent Movies']",163,
American Masters: Ted Williams,Netflix,Movie,2019-04-01,2018.0,"['Documentaries', 'Sports Movies']",55,
American Odyssey,Netflix,TV Show,2016-04-05,2015.0,"['TV Dramas', 'TV Thrillers']",,
American Psycho,Netflix,Movie,2019-09-01,2000.0,"['Comedies', 'Cult Movies', 'Dramas']",102,
American Warfighter,Netflix,Movie,2019-09-13,2019.0,['Dramas'],106,
Amy,Netflix,Movie,2018-07-26,2015.0,"['Documentaries', 'International Movies', 'Music & Musicals']",128,
An American in Madras,Netflix,Movie,2017-01-01,2013.0,"['Documentaries', 'International Movies']",80,
An American Tail,Netflix,Movie,2018-04-01,1986.0,['Children & Family Movies'],80,
An American Tail: Fievel Goes West,Netflix,Movie,2018-04-01,1991.0,['Children & Family Movies'],75,
An American Tail: The Mystery of the Night Monster,Netflix,Movie,2018-04-01,1999.0,['Children & Family Movies'],75,
An American Tail: The Treasures of Manhattan Island,Netflix,Movie,2018-04-01,2000.0,['Children & Family Movies'],79,
An Hour and a Half,Netflix,Movie,2019-04-26,2012.0,"['Dramas', 'International Movies']",87,
An Innocent Mistake,Netflix,TV Show,2017-01-01,2012.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",,
An Interview with God,Netflix,Movie,2019-03-01,2018.0,"['Dramas', 'Faith & Spirituality']",97,
An Upper Egyptian,Netflix,Movie,2019-06-20,2014.0,"['Comedies', 'Dramas', 'International Movies']",85,
Anarkali of Aarah,Netflix,Movie,2017-08-01,2017.0,"['Dramas', 'Independent Movies', 'International Movies']",111,
Anchor and Hope,Netflix,Movie,2019-02-15,2017.0,"['Comedies', 'Dramas', 'LGBTQ Movies']",113,
Ancient Aliens,both,TV Show,2019-09-17,2018.0,"['Docuseries', 'Science & Nature TV']",,3
Anesthesia,Netflix,Movie,2018-12-30,2015.0,"['Dramas', 'Independent Movies']",90,
Angel Eyes,Netflix,Movie,2020-09-05,2001.0,"['Dramas', 'Romantic Movies']",103,
Anger Management,both,Movie,2019-11-01,2003.0,['Comedies'],105,5
Angry Indian Goddesses,Netflix,Movie,2017-03-14,2015.0,"['Dramas', 'Independent Movies', 'International Movies']",104,
Anjaan: Rural Myths,Netflix,TV Show,2018-12-15,2018.0,"['International TV Shows', 'TV Horror', 'TV Thrillers']",,
Anjaan: Special Crimes Unit,Netflix,TV Show,2018-05-01,2018.0,"['International TV Shows', 'TV Horror', 'TV Mysteries']",,
Ankur Arora Murder Case,Netflix,Movie,2017-10-15,2013.0,"['Dramas', 'International Movies', 'Thrillers']",127,
Annabelle Hooper and the Ghosts of Nantucket,both,Movie,2017-08-01,2016.0,['Children & Family Movies'],92,
Another Forever,Netflix,Movie,2017-03-21,2016.0,"['Dramas', 'Independent Movies', 'International Movies']",72,
Ant-Man and the Wasp,Netflix,Movie,2019-01-29,2018.0,"['Action & Adventure', 'Comedies', 'Sci-Fi & Fantasy']",118,
Antar: Son of Shadad,Netflix,Movie,2019-05-09,2017.0,"['Comedies', 'International Movies']",110,
Antariksha Ke Rakhwale,Netflix,Movie,2019-06-18,2018.0,['Children & Family Movies'],65,
Anthony Bourdain: Parts Unknown,Netflix,TV Show,,2018.0,['Docuseries'],,5
Antidote,both,Movie,2019-04-14,2018.0,"['Action & Adventure', 'Horror Movies']",90,
Anwar,Netflix,Movie,2019-12-31,2007.0,"['Dramas', 'Independent Movies', 'International Movies']",134,
忍者ハットリくん,Netflix,TV Show,2018-12-23,2012.0,"['Anime Series', ""Kids' TV""]",,2
Apache Warrior,Netflix,Movie,2019-11-01,2017.0,['Documentaries'],89,
APEX: The Story of the Hypercar,both,Movie,2016-08-01,2016.0,['Documentaries'],86,
Apollo 18,Netflix,Movie,2019-03-09,2011.0,"['Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']",87,
April and the Extraordinary World,Netflix,Movie,2017-10-01,2015.0,"['Action & Adventure', 'Comedies', 'International Movies']",107,
"Aram, Aram",Netflix,Movie,2017-02-15,2015.0,"['Dramas', 'Independent Movies']",79,
Are We Done Yet?,Netflix,Movie,2019-08-01,2018.0,"['Comedies', 'Dramas', 'International Movies']",87,
Arisan 2,Netflix,Movie,2018-09-15,2011.0,"['Comedies', 'Dramas', 'International Movies']",113,
Arthur,both,Movie,2019-04-01,2011.0,"['Comedies', 'Romantic Movies']",110,
Arthur Christmas,Netflix,Movie,2020-01-01,2011.0,"['Children & Family Movies', 'Comedies']",98,
"As Above, So Below",Netflix,Movie,2018-09-16,2014.0,"['Horror Movies', 'Thrillers']",93,
As Good as It Gets,Netflix,Movie,2020-01-01,1997.0,"['Comedies', 'Romantic Movies']",139,
Assimilate,Netflix,Movie,2019-10-25,2019.0,"['Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']",94,
Asura: The City of Madness,Netflix,Movie,2018-02-15,2016.0,"['Action & Adventure', 'Dramas', 'International Movies']",133,
At All Costs,Netflix,Movie,2016-12-14,2016.0,"['Documentaries', 'Sports Movies']",81,
At First Light,Netflix,Movie,2018-12-27,2018.0,"['Dramas', 'Sci-Fi & Fantasy']",91,
ATM,Netflix,Movie,2018-09-05,2012.0,"['Comedies', 'International Movies', 'Romantic Movies']",122,
Atomic Puppet,Netflix,TV Show,2017-12-01,2016.0,"['Crime TV Shows', ""Kids' TV"", 'TV Comedies']",,
